agent_transcript,audio_emotion
নাম্বারে এখন শুভ সকাল চন্দ্রিমা বলছি আজকে আপনাকে কিভাবে সহায়তা করতে পারি অফারটি কখন দেওয়া হয়েছে স্যার কাইন্ডলি জানাবেন এখানে বলা হয়েছে থার্টি মিনিটের মধ্যেই যদি আপনি এসএমএস পেয়ে থাকেন তবে আপনার নাম্বারের সম্পূর্ণ অফারটি অ্যাক্টিভেট হয়ে থাকবে এক্ষেত্রে আপনার নাম্বারে থার্টি মিনিটসের মধ্যে যদি অফারটি পারচেজ করার পর বোনোস গুলো পাওয়ার জন্য কোনো এসএমএস আছে তাহলে আপনি বোনাস গুলো পাবেন আমাদের একশ উনষাট টাকায় শুধুমাত্র রেগুলার অফার অনুযায়ী দেড় জিবি এবং আশি মিনিট দেওয়া হয় বাকি যে বোনাস গুলো আছে সেগুলা আপনি এসএমএস পেলেই অ্যাকটিভ করতে পারবেন আদারওয়াইজ নয় এটি বলা হচ্ছে আপনি ইচ্ছে হলে আপনি নিতে পারেন বাট ওখানে লিমিটেশনটি লিখে দেয়া আছে আমি আপনাকে শুধুমাত্র সেই বিষয়টি বুঝিয়ে বলেছি ঠিক আছে এটি এসএমএস এর উপর ডিপেন্ড করে এসে থাকবে জি বাকি যে জিবি গুলা আছে সেগুলো শুধুমাত্র আপনার নাম্বারে এসএমএস পেলে তবে অ্যাক্টিভেট হবে আদারওয়াইজ নয় কোন বিষয়টি বুঝতে পারেননি স্যার বলেছি আপনার নাম্বারটিতে যে জিবিটি আছে ওখানে সেটি সম্পূর্ণটি পাবেন তখনই যখন আপনাকে এসএমএস দেওয়া হবে এখানে তিন জিবি এবং একশ পঞ্চাশ মিনিটের যে অফারটি আছে সাথে বলেছে এগারো জিবি এগারো জিবি এবং বাকি যে মিনিটটি আছে সেটি সহ বোনাসটি তখনই পাবেন যখন নাম্বারে প্যাকটি গ্রহন করার পর ত্রিশ মিনিটের মধ্যে এসএমএস পাবেন যদি এসএমএস আসে তবে অ্যাট হবে আদারওয়াইজ নয় ধন্যবাদ রবির সাথে থাকার জন্য ভালো থাকুন,N
আসসালামু আলাইকুম সাদিয়া বলছি আজকে আপনাকে কিভাবে সহযোগিতা করতে পারি জি বলুন জি কি প্রব্লেম হয়েছে দুঃখিত আমি আপনার বিষয়টি চেক করছি এছাড়া আমি আপনার সুবিধার্থে একটি কোড পাঠিয়ে দিচ্ছি স্টার ওয়ান টু ওয়ান স্টার সিক্স স্টার ওয়ান সিক্স হ্যাশ এটি ডায়াল করে আপনার নাম্বাটিতে কোনো সার্ভিস আছে কি না আপনি চেক করতে পারবেন এবং স্টার নাইন হ্যাশ এই কোডটি ডায়াল করে যদি কোনো সার্ভিস থেকে থাকে সকল সার্ভিস সম্পূর্ণ ফ্রিতে বন্ধ করতে পারবেন আপনার নাম্বারটিতে বর্তমানে একটি গুনগুন সার্ভিস অ্যাকটিভ আছে কেউ আপনাকে কল করলে নেশা টু এই গানটি শুনতে পাচ্ছে যেটি আপনি চব্বিশ জুলাই অ্যাক্টিভেট করেছেন চার্জ হয়েছে বিশ সেপ্টেম্বর ঠিক আছে দুঃখিত স্যার আপনার এই সার্ভিসটি বন্ধ করা হয়নি আপনার আমাদের এন্ড থেকে কোনো সার্ভিসই বন্ধ করা হয়নি কাইন্ডলি জানাবেন আমি কি সার্ভিসটি বন্ধ করে দিবো স্যরি স্যার এ ধরনের কোনো আপডেট দেখতে পাচ্ছি না আপনি যদি বলেন তাহলে আমি এখন বন্ধ করে দিতে পারি দুঃখিত আমি যে সার্ভিসটি অ্যাকটিভ ছিলো গুনগুন সার্ভিসটি আমাদের এন্ড থেকে বন্ধ করে দিয়েছি এখন থেকে আর গুনগুনের জন্য আপনার নাম্বার থেকে কোনো টাকা চার্জ হবে না আদার্স কোনো সার্ভিস অ্যাকটিভ নেই শুধু গুনগুন সার্ভিসটি ছিলো এটি আমি বন্ধ করে দিয়েছি এখন থেকে আপনি নিশ্চিন্তে সিমটি ইউজ করতে পারবেন এবং পরবর্তীর জন্য কোড পাঠিয়ে দিয়েছি ইনবক্স চেক করে নিবেন ঠিক আছে জি অবশ্যই জি ধন্যবাদ ধন্যবাদ স্যার রবির সাথে থাকার জন্য ভালো থাকবেন আসসালামু আলাইকুম,A
আসসালামু আলাইকুম নিলুফা বলছি আজকে আপনাকে কিভাবে সহযোগিতা করতে পারি জি কত টাকায় নিয়েছিলেন এটি এটি কি কোড ডায়ালে নিয়েছেন নাকি রিচার্জে স্যার স্যরি স্যার আপনার অ্যাকাউন্টে তো কোনো রকম মিনিট ব্যালেন্স বর্তমানে অ্যাভেইলেবেল নেই তবে গতকালকে মিনিট নেওয়ার পর সেটা অলরেডি স্যার ইউজ করা হয়ে গেছে জি জি স্যরি স্যার কথা না বললে কখনো অটোমেটিকলি তো মিনিট চার্জ হয় না দুঃখিত স্যার আপনি যেটি বলছেন কথা না বললে অটোমেটিকলি কখনো স্যার মিনিট চার্জ হয় না ওরকম কোনো প্রসেস আমাদের সিস্টেমে আসেনি তবে আমি দেখতে পাচ্ছি গতকালকে থেকে দুই মিনিট উনত্রিশ সেকেন্ড তিন মিনিট এক সেকেন্ড পঁচিশ সেকেন্ড পঞ্চাশ সেকেন্ড ছয় মিনিট পাঁচ সেকেন্ড উনষাট সেকেন্ড এক মিনিট আট সেকেন্ড তারপর হচ্ছে এক মিনিট তেইশ সেকেন্ড দুই মিনিট নয় সেকেন্ড চার মিনিট এক মিনিট ত্রিশ সেকেন্ড এইভাবে করে দেখছি কথা বলার মাধ্যমেই কিন্তু আপনার মিনিট চার্জ হয়েছে তবে এইক্ষেত্রে আপনার মিনিট স্যরি স্যার আমি সিস্টেমে যতটুকু দেখছি আপনাকে সেটিই জানিয়েছি কথা না বললে কখনো অটোমেটিক মিনিট চার্জ হয় না ঠিক আছে আপনি যেহেতু বলেছেন স্যার তবে আমি যতটুকু দেখছি গতকালকে যে মিনিট বান্ডেলটি নিয়েছিলেন এটি কিন্তু বাইশ তারিখ পর্যন্ত ভ্যালিডিটি আছে এখানে কিন্তু আপনার মিনিটটি শেষ হয়ে গেছে বিধায় আপনার এখানে ভ্যালিডিটি শো করছে না আমি বুঝতে পেরেছি স্যার কথা না বললে অটোমেকলি স্যার মিনিট চার্জ হয় না কেননা এখনো সেখানে ভ্যালিডিটি আছে স্যার এখনো ভ্যালিডিটি আছে স্যরি স্যার কথা বলার মধ্যমেই স্যার চার্জ হয়েছে অটোমেটিকলি মিনিট চার্জ হয় না অবশ্যই বলেছেন স্যার যার কারণে শেষ হয়েছে কথা বলার মাধ্যমে চার্জ হয়েছে স্যার অটোমেটিকলি স্যার কথা না বললে কখনো মিনিট চার্জ হয় না [অপ্রাসঙ্গিক ভাষায় কথা বললে সংযোগটি বিচ্ছিন্ন অপ্রাসঙ্গিক মন্তব্য করলে সংযোগটি বিচ্ছিন্ন কাইন্ডলি অফিশিয়াল ভাষায় কথা বলুন] আপনি কথা বলেছেন বিধায় আপনার থেকে চার্জ হয়েছে কথা না বললে অটোমেটিকলি চার্জ হয় না স্যরি স্যার এখনো এই সার্ভিসটির ভ্যালিডিটি আছে এটা অলরেডি স্যার ইউজ হয়ে গেছে আমি সিস্টেমে যতটুকু দেখছি [অপ্রাসঙ্গিক মন্তব্য করায় সংযোগটি],A
শুভ সকাল পূর্ণিমা বলছি আজকে আপনাকে কিভাবে সহযোগিতা করতে পারি দুঃখিত স্যার সময় দিন কাইন্ডলি বিষয়টি চেক করে জানাচ্ছি আপনাকে আপনি স্টার ওয়ান টু ওয়ান স্টার সিক্স স্টার ওয়ান সিক্স হ্যাশ এই কোডটি ডায়াল করে আপনার এই নাম্বারে কি কি সার্ভিস চালু আছে চেক করতে পারবেন আর স্টার নাইন হ্যাশ ডায়াল করে আপনার নাম্বারে মাই জি এখান থেকে দেখতে পাচ্ছি বর্তমানে আপনার ব্যালেন্স চার্জ করার মধ্যে স্পেসিফিক্যালি ইমার্জেন্সি লোন নিয়েছেন যেখানে আপনার বারো টাকা নিয়েছেন গতকালকের তারিখে আর এখানে হচ্ছে রবি জানতে চাই এসএমএস অটো এই সার্ভিসটি চালু আছে আর এ সার্ভিসটির জন্য অ্যাকাউন্ট থেকে টাকা কাটছে জি স্যার আমি সার্ভিসটি বন্ধ করে দিয়েছি এখন আর কোনো সার্ভিসের জন্য টাকা কাটবে না নিশ্চিন্তে রিচার্জ করে সিমটা ব্যবহার করতে পারবেন আর বিস্তারিত তথ্য গুলা এসএমএস করে পাঠিয়েছি কাইন্ডলি কলটির শেষে চেক করে নেবেন ধন্যবাদ রবির সাথে থাকার জন্য ভালো থাকবেন আসসালামু আলাইকুম,A
আসসালামু আলাইকুম ঋতু বলছি আজকে আপনাকে কিভাবে সহায়তা করতে পারি এই নাম্বার থেকে আপনি যে প্যাকেজের আওতায় আছেন স্যার আপনার যেহেতু দু টাকা করে কাটছে বলছেন আপনি যে প্যাকেজের আওতায় আছেন বেইজ কলরেট পাচ্ছেন উনপঞ্চাশ টাকা রিচার্জ করেছেন অলরেডি দেখতে পাচ্ছি এক সেকেন্ডে এক পয়সা কলরেট পাচ্ছেন স্যার আপনি এখন ঠিক আছে উনপঞ্চাশ টাকা উনপঞ্চাশ টাকা রিচার্জ করেছিলেন তো আপনার কম কাটছে এক সেকেন্ড এক পয়সা জি এখনো কলরেট অফারটি আছে আপনি সাতচল্লিশ টাকা রিচার্জ করতে পারেন তেষট্টি পয়সা প্রতি মিনিটে কলরেট হবে ভ্যাট এসডি এসসি সহকারে চার দিন মেয়াদ দশ সেকেন্ড পালস জি স্যার কাইন্ডলি একটু সময় দেবেন দেখে বলছি আপনার নাম্বারটিতে গুনগুন সার্ভিস অ্যাকটিভ অবস্থায় নেই গুনগুন সার্ভিস অ্যাকিটভ নেই আপনি নিশ্চিন্তে ব্যবহার করুন জি জি দুই টাকা কেটে নেওয়া হয়নি স্যার আপনার আশে পাশে প্রতি মিনিটে কলরেট হচ্ছে এক সেকেন্ড পালস আপনি ছয় মিনিট চৌদ্দ সেকেন্ড কথা বলেছেন চার টাকা আটানব্বই পয়সা চার্জ হয়েছিলো তা আপনি যদি ছয় মিনিট চৌদ্দ সেকেন্ড দুই টাকা কাটতো তাহলে আপনার এখানে বারো টাকা বিশ পয়সা বা বারো টাকা সামথিং চার্জ হতো আপনার চার টাকা আটানব্বই পয়সা চার্জ হয়েছে দুই টাকার অ্যামাউন্ট কাটছে না জি অবশ্যই আপনি সাতচল্লিশ টাকা রিচার্জ করুন আপনার তেষট্টি পয়সা করেই চার্জ হবে ঠিক আছে রবির সাথে থাকার জন্য ধন্যবাদ মোস্ট ওয়েলকাম,N
আসসালামু আলাইকুম সাদিয়া বলছি আজকে আপনাকে কিভাবে সহযোগিতা করতে পারি ওয়ালাইকুম আসসালাম দুঃখিত কাইন্ডলি সময় দিবেন আমি আপনার কলরেটটি চেক করছি ঠিক আছে জি এখানে স্যার আমি আপনার সুবিধার্থে একটি কোড পাঠিয়ে দিচ্ছি স্টার ওয়ান টু ওয়ান স্টার সিক্স স্যরি অ্যাঁ স্টার ওয়ান টু থ্রি স্টার ট্রিপল ফাইভ হ্যাশ এই কোডটি ডায়াল করে আপনার নাম্বারের কম রেটের অফার গুলো চেক করে পছন্দের কম রেটের অফারটি গ্রহণ করতে পারবেন এসএমএস করে কোড পাঠিয়ে দিচ্ছি ইনবক্সটি চেক করতে পারেন এছাড়া আপনি দেখতে পাচ্ছি আমাদের নতুন সংযোগের আওতায় রয়েছেন ঠিক আছে আপনার রেগুলার কলরেট হচ্ছে এক টাকা বিরানব্বই পয়সা সেইক্ষেত্রে আমি আপনাকে যে কোডটি পাঠিয়েছি এটি ডায়ালের মাধ্যমে কম রেটের সুবিধাটি গ্রহণ করতে পারবেন অথবা আপনি চাইলে সাতচল্লিশ টাকা রিচার্জ করতে পারেন দেশের সর্বনিম্ন কল রেটে কথা বলতে পারবেন ভ্যাট এসডি এসসি সহকারে দশ সেকেন্ড পালস সুবিধায় তেষট্টি পয়সা করে চার্জ হবে চার দিন মেয়াদ এসএমএস করে দিয়েছি ইনবক্সটি চেক করে নিবেন ঠিক আছে স্যার স্যার মিনিটে বেশি টাকা চার্জ এটি স্যার কোনো সার্ভিসের জন্য না এটা আপনার বেইজ কলরেটের জন্য হয়ে থাকে এটি তো স্যার কলরেট জি ঠিক আছে ঠিক আছে আমি এসএমএস করে পাঠিয়ে দিয়েছি ইনবক্সটি চেক করে নিবেন ঠিক আছে ওয়ালাইকুম আসসালাম স্যার ধন্যবাদ রবির সাথে থাকার জন্য,N
আসসালামু আলাইকুম ঝিমা বলছি আজকে আপনাকে কিভাবে সহযোগিতা করতে পারি দুঃখিত স্যার জি কোন নাম্বারে প্রব্লেম হচ্ছে নাম্বারটি বলুন আর কি এসএমএস আসছে সেটি জানাবেন নাম্বারটি বলুন জিরো ওয়ান এইট নাইন জিরো ফোর জিরো থ্রি টু জিরো এইট নাম্বারটি বলছি একটু মিলিয়ে দেখুন জিরো ওয়ান এইট নাইন জিরো ফোর জিরো থ্রি টু জিরো এইট ঠিক আছে স্যার জি কাইন্ডলি জাানবেন যে এই নাম্বারে কি এসএমএস পাচ্ছেন বলেছেন টাকা কেটে নেওয়া হচ্ছে দুঃখিত স্যার কাইন্ডলি সময় দিন চেক করছি আর পরবর্তীতে স্টার ওয়ান টু ওয়ান স্টার থ্রি স্টার অ্যাঁ স্যরি সিক্স স্টার ওয়ান সিক্স হ্যাশ কোডটি ডায়াল করে নিজেও টাকা কাটার কোনো সার্ভিস আছে কি না চেক করে দেখতে পারবেন আর স্টার নাইন হ্যাশ কোডটি ডায়াল করে গুনগুন মাই হেলথ মিসকল অ্যালার্ট সার্ভিস সহ টাকা কাটার সকল সার্ভিস গুলো বন্ধ করতে পারবেন সম্পূর্ণ ফ্রিতে কোড পাঠিয়ে দিচ্ছি দেখবেন চেক করে এ মুহূর্তে দেখতে পাচ্ছি আপনার কিছু স্পেশাল অফারের জন্য টাকা চার্জ হয়েছিলো উনিশ তারিখে আর ঝটপট ব্যালেন্সের জন্য কিছু টাকা পরিশোধ হয়েছিলো এছাড়া অন্য কোনো টাকা চার্জ হয়নি আর ডিটেইলসে যদি জানতে চান তাহলে আপনিও আপনার রবি নাম্বারটি থেকে ওয়ান টু ওয়ানে যোগাযোগ করবেন জি আপনার কিছু সার্ভিস আছে দেখতে পাচ্ছি যেগুলো টেম্পোরারি ব্লক অবস্থায় আছে তবে এগুলা আপনি স্টার নাইন হ্যাশ কোডটি ডায়াল করলে বন্ধ করা যাবে না অন্য প্রসেস অবলম্বন করতে হবে আর কিভাবে বন্ধ করবেন আমি এসএমএস করে পাঠিয়ে দিচ্ছি আপনি চাইলে সেই প্রসেস অবলম্বন করে বন্ধ করতে পারবেন দুঃখিত বিষয়টির জন্য স্যার আদার্স নাম্বারে সার্ভিস বন্ধ করার অনুমতি নেই আপনি যদি আপনার রবি নাম্বার থেকে যোগাযোগ করেন তাহলে আমি বন্ধ করে দিতে পারবো কষ্ট করে আপনার রবি নাম্বার থেকে ওয়ান টু ওয়ানে যোগাযোগ করুন দুঃখিত বিষয়টির জন্য স্যার পারমিশন নেই কষ্ট করে ঐ নাম্বারটি থেকে একটু যোগাযোগ করুন আমি বন্ধ করে দিবো ঠিক আছে ঠিক আছে রবির সাথে থাকার জন্য ধন্যবাদ ভালো থাকবেন আসসালামু আলাইকুম,N
আসসালামু আলাইকুম নিতু বলছি আজকে আপনাকে কিভাবে সহায়তা করতে পারি বিকাশ হেল্পলাইন আচ্ছা বিকাশ হেল্পলাইন নাম্বার হচ্ছে ওয়ান সিক্স টু ফোর সেভেন ওয়ান সিক্স টু ফোর সেভেন জি স্যার এই নাম্বারে কল করবেন প্রতি মিনিটে দুই টাকা সাতষট্টি পয়সা করে চার্জ হবে টু ফোর সেভেন জি জি দশ সেকেন্ড পালস রবির সাথে থাকার জন্য ধন্যবাদ,A
আসসালামু আলাইকুম আকাশ বলছি আজকে আপনাকে কিভাবে সহযোগিতা করতে পারি জি বলুন কিভাবে সহযোগিতা করতে পারি আচ্ছা কলরেট বেশি চার্জ করা হচ্ছে বিষয়টির জন্য আমি দুঃখিত স্যার আমি চেক করছি আপনার বিষয়টি আচ্ছা স্যার এক্ষেত্রে স্যার যদি আপনি কম কলরেটে কথা বলত চান আমি আপনার সুবিধার্থে আমাদের এন্ড থেকে আপনাকে একটি একটি কোড পাঠিয়ে দিচ্ছি অ্যাঁ আপনি নতুন সংযোগে আছেন যার বেইজ কল হচ্ছে এক টাকা বিরানব্বই পয়সা সো কম কলরেটে কথা বলতে চাইলে নাম্বার থেকে একটি কোড ডায়াল করবেন স্টার ওয়ান টু থ্রি স্টার ট্রিপল ফাইভ হ্যাশ আপনি এই কোডটি ডায়াল করলে আপনার নাম্বারের সর্বনিম্ন কলরেট অফার সম্পর্কে আপনি জানতে পারবেন সেই অনুযায়ী রিচার্জ করলেই যে কোনো নাম্বারে আপনি কম কলরেটে কথা বলতে পারবেন কোডটি আমি আপনাকে এসএমএস এ পাঠিয়ে দিচ্ছি ইনবক্সটি চেক করে দেখবেন কাইন্ডলি ঠিক আছে ওকে স্যার জি আপনার নাম্বারে কোনো সমস্যা নেই স্যার নিশ্চিন্তে থাকাতে পারুন আপনি [কাইন্ডলি প্রাসঙ্গিক ভাষায় কথা বলবেন অপ্রাসঙ্গিক ভাষায় মন্তব্য করলে কলটি কেটে পরবর্তী কলে চলে কাইন্ডলি প্রাসঙ্গিক ভাষায় কথা বলবেন স্যার অপ্রাসঙ্গিক ভাষায় মন্তব্য করার কারণে কলটি কেটে পরবর্তী কলে চলে যাচ্ছি] ধন্যবাদ রবির সাথে থাকার জন্য,A
আসসালামু আলাইকুম শারমিন বলছি আজকে আপনাকে কিভাবে সহযোগিতা করতে পারি আপনার সমস্যাটির জন্য দুঃখিত আমি বিষয়টি চেক করছি স্যার কাইন্ডলি সময় দিবেন আর আপনার সুবিধার জন্য তার পাশাপাশি আমি আপনাকে জানিয়ে রাখি পরবর্তীতে স্টার ওয়ান টু ওয়ান স্টার সিক্স স্টার ওয়ান সিক্স হ্যাশ কোডটি ডায়াল করে আপনার কি কি সার্ভিস চালু আছে সেটা আপনি জানতে পারবেন আর স্টার নাইন হ্যাশ কোডটি ডায়াল করে সকল সার্ভিস সম্পূর্ণ ফ্রিতে বন্ধ করে নিতে পারবেন আমাদের এন্ড থেকে বর্তমানে দেখতে পাচ্ছি আঠারো তারিখ থেকে বিশ তারিখ পর্যন্ত অ্যাকাউন্ট থেকে টাকা চার্জ করে নেওয়ার মতো আপনার কোনো সার্ভিস অ্যাকটিভ নেই নিশ্চিন্তে থাকুন আপনি ঝটপট ব্যালেন্স নিয়েছিলেন সতেরো তারিখে যার কারণে পরবর্তী রিচার্জে আপনার টাকাটি রিকভার করে নেওয়া হবে ঝটপট ব্যালেন্সের বিস্তারিত জানতে,N
শুভ সকাল পূর্ণিমা বলছি আজকে আপনাকে কিভাবে সহযোগিতা করতে পারি চেক করে জানাচ্ছি স্যার জি বর্তমান চেক করে দেখতে পাচ্ছি যে আপনার এই নাম্বারে গুনগুন সার্ভিস বন্ধ আছে জি এটা অলরেডি স্যার বন্ধ করে দিয়েছেন সার্ভিসটি গুনগুনে যে টাকাটা কাটতো সেটা অলরেডি আজকে সকাল দশটা পঞ্চান্ন মিনিটে আপনি বন্ধ করে দিয়েছেন এখন আর কেউ কল করলে কোনো গান শুনতে পাচ্ছে না আর এর জন্য কোনো টাকাও চার্জ হচ্ছে না দেখতে পাচ্ছি বন্ধ হয়ে গিয়েছে অলরেডি স্যার জি আপনি যেহেতু গান সেট করতে চান পুনরায় তাহলে আপনার গুনগুন রেস্ট্রিকশনে জন্য তেইশ টাকা বায়ান্ন পয়সা ভ্যাট এসডি এসসি সহ একত্রিশ টাকা চৌত্রিশ পয়সা কাটবে একত্রিশ টাকা চৌত্রিশ পয়সা কাটবে স্যার দুখি লালনের যে বিষয়টা বলছেন কোন গানের নামটি বলুন কোন গানটি স্যার স্যার আপনি কাইন্ডলি টু এইট ফোর ডাবল সিক্সে কল করুন কল করে ওখান থেকে শুনে শুনে আপনার পছন্দের গান সেট করতে পারবেন আর এছাড়া চাইলে আমাদের মাই রবি অ্যাপ থেকেও আপনার পছন্দের গান ডাউনলোড করে নিতে পারবেন আমি কোডটি এসএমএস করে দিয়েছি কলটি শেষে চেক করে নিন কাইন্ডলি ঠিক আছে আর সেট করার সময় আপনি সে যখন সেট করবেন তখন ওখানে সার্ভিস চালু করার জন্য ওখানে ওয়াই ইয়েস লিখে রিপ্লাই করতে হবে ওয়াই ই এস লিখে রিপ্লাই করবেন তারপরে আপনার সার্ভিসটি চালু হবে প্রসেসটি এসএমএস করেছি কলটি শেষে চেক করবেন ধন্যবাদ রবির সাথে থাকার জন্য ভালো থাকবেন আসসালামু আলাইকুম,N
আসসালামু আলাইকুম ইশরাত বলছি আজকে আপনাকে কিভাবে সহযোগিতা করতে পারি কাইন্ডলি বলুন স্যার জি কাইন্ডলি বলুন শুনতে পাচ্ছেন জি স্যার জি স্যার কাইন্ডলি জানাবেন স্যার আপনি কি প্রব্লেম ফেস করছেন জি জি কাইন্ডলি একটু সময় দিয়ে সাথে থাকুন স্যার আমি চেক করে আপনাকে বিষয়টি কানফর্ম করছি ঘরে বসে নতুন সংযোগ সিম রিপ্লেসমেন্ট সহ রবির অন্যান্য সেবা নিতে কল করুন রবি হেল্প লাইনে অথবা ইমেইল করুন ডোর স্টেপ অ্যাট রবি ডটকম ডট বিডিতে একশ এমবি ফ্রি পেতে ডাউনলোড করুন অফারের এক নাম্বার অ্যাপ মাই রবি অথবা মাই রবি লাইট আর ঘরে বসেই করুন রিচার্জ ও প্যাক কেনা আকর্ষণীয় মূল্যে ইন্টারনেট প্যাক কিনতে ক্লিক করুন মাই রবি অ্যাপের হট ডিলসে ব্যালেন্স জানার জন্য আর কল সেন্টার নয় নিমিষেই জেনে নিন আপনার মাই রবি অ্যাপ থেকে সাথে থাকার জন্য ধন্যবাদ স্যার আমি আপনার বিষয়টি নিয়েই কাজ করছি কাইন্ডলি আমাকে আরেকটু সময় দিয়ে সাথে থাকুন প্লিজ থ্যাংক ইউ দারুন খবর এখন থেকে শেষ একশটি কল হিস্ট্রি পেয়ে যাবেন আপনার মাই রবি অ্যাপে ইন্টারনেটের ব্যালেন্স জানতে চান ফ্রি ডায়াল করুন স্মার্ট আইভিআর ওয়ান টু ওয়ান সিক্স প্রাপ্ত এসএমএস লিংকে ব্রাউজ করে পেয়ে যাবেন আপনার কাঙ্ক্ষিত সার্ভিসটি ফ্রি ডায়াল করুন স্মার্ট আইভিআর ওয়ান টু ওয়ান সিক্স আর প্রাপ্ত এসএমএস লিংকে ব্রাউজ করে আপনার পছন্দের ডেটা প্যাক বেছে নিন মিনিট বান্ডেল কিনতে ডায়াল করুন স্টার শূন্য হ্যাশ আপনার ইন্টারনেটের অবশিষ্ট ব্যালেন্স জানতে ফ্রি ডায়াল করুন স্টার থ্রি হ্যাশ ধন্যবাদ স্যার সাথে থাকার জন্য আমি দুঃখিত অতিরক্তি সময় আপনাকে অপেক্ষায় রেখেছিলাম দেখতে পাচ্ছি স্যার আপনার নাম্বারটিতে অ্যাঁ যে নাম্বারটি দিয়েছেন সেখানে শুধুমাত্র কথা বলেই অ্যাকাউন্টের টাকা গুলো শেষ করা হয়েছে মানে শুধুমাত্র কথা বলে অ্যাঁ যেই অ্যাকাউন্ট ব্যালেন্সটি ছিলো সেটি মানে শেষ করা হয়েছে ঠিক আছে জি অ্যাঁ স্যার এটা তো একটি কর্পোরেট নাম্বার সেইক্ষেত্রে আমাদের কাছে আপনার কলরেটটি আপডেট নেই এর জন্য আপনাকে কর্পোরেট ম্যানেজারের সাথে যোগাযোগ করতে হবে স্যার ঠিক আছে আর আপনি যখন এই অ্যাঁ আপনার নাম্বারটি যখন বিল সাইকেল ক্লোজ হবে তখনই হচ্ছে এর বিল ডিটেইলস চেক করে নিতে পারবেন স্যার কোন নাম্বারে কত মিনিট কথা বলে টাকাটি চার্জ করা হয়েছে ঠিক আছে অ্যাঁ এক্ষেত্রে স্যার আমাদের এন্ড কল নোটিফিকেশনটি কিছু স্পেসিফিক নাম্বারের ক্ষেত্রেই প্রযোজ্য সো আপনার নাম্বারটিতে এটি অ্যাভেলেবেল রয়েছে কি না আমি চেক করে আপনাকে জানাচ্ছি স্যার কাইন্ডলি একটু অপেক্ষা করুন জি ঠিক আছে ঘরে বসে নতুন সংযোগ সিম রিপ্লেসমেন্ট সহ রবির অন্যান্য সেবা নিতে কল করুন রবি হেল্পলাইনে অথবা ইমেইল করুন ডোর স্টেপ অ্যাট রবি ডটকম ডট বিডি তে একশ এমবি ফ্রি পেতে ডাউনলোড করুন অফারের এক নম্বর অ্যাপ মাই রবি অথবা মাই রবি লাইট আর ঘরে বসেই করুন রিচার্জ ও প্যাক কেনা আকর্ষণীয় মূল্যে ইন্টার ধন্যবাদ স্যার সাথে থাকার জন্য দুঃখিত আপনার প্যাকেজটিতে দেখতে পাচ্ছি অ্যাঁ আমাদের এন্ড কল নোটিফিকেশনটি অ্যাকটিভ হবে না মানে আপনার কর্পোরেট নাম্বারটি আমাদের কিছু নির্দিষ্ট প্যাকেজেই শুধুমাত্র এই কল মানে এন্ড কল নোটিফিকেশনটি অ্যাকটিভ করা যায় পোস্টপেইডের ক্ষেত্রে তো আপনার যে প্যাকেজটিতে বর্তমানে আছেন কর্পোরেট প্যাকেজ সেটি আমাদের সার্ভিসের আওতাভুক্ত নয় স্যার এটা হচ্ছে আদার যে পোস্টপেইড অপারেটর গুলো আছে প্যাকেজ গুলা আছে সেখানে পারা যায় স্যার তবে আপনি চাইলে আমার আপনার কর্পোরেট ম্যানেজারের সাথে যোগাযোগ করতে পারেন আমি আপনাকে একটি মেইল অ্যাড্রেস সেন্ড করছি আপনার নাম্বারে ঠিক আছে স্যার ওকে স্যার রবির সাথে থাকার জন্য ধন্যবাদ ভালো থাকুন আসসালামু আলাইকুম,N
